,0
1825,95
1826,59
1827,91
1828,104
1829,79
1830,124
1831,78
1832,65
1833,61
1834,59
1835,115
1836,70
1837,80
1838,78
1839,64
1840,45
1841,120
1842,104
1843,44
1844,67
1845,96
1846,42
1847,91
1848,64
1849,69
1850,50
1851,68
1852,49
1853,76
1854,46
1855,75
1856,85
1857,71
1858,76
1859,67
1860,74
1861,65
1862,100
1863,81
1864,73
1865,83
1866,114
1867,45
1868,57
1869,59
1870,63
1871,53
1872,131
1873,110
1874,84
1875,76
1876,66
1877,64
1878,150
1879,56
1880,54
1881,65
1882,97
1883,80
1884,70
1885,94
1886,101
1887,69
1888,49
1889,86
1890,118
1891,71
1892,57
1893,80
1894,102
1895,111
1896,117
1897,93
1898,60
1899,97
1900,52
1901,76
1902,109
1903,63
1904,73
1905,83
1906,82
1907,56
1908,69
1909,79
1910,70
1911,68
1912,90
1913,72
1914,75
1915,120
1916,84
1917,78
1918,88
1919,36
1920,89
1921,71
1922,60
1923,79
1924,124
1925,82
1926,73
1927,108
1928,74
1929,65
1930,64
1931,100
1932,116
1933,66
1934,75
1935,48
1936,48
1937,71
1938,37
1939,73
1940,113
1941,55
1942,123
1943,67
1944,96
1945,72
1946,84
1947,111
1948,60
1949,106
1950,69
1951,88
1952,57
1953,111
1954,53
1955,118
1956,47
1957,92
1958,57
1959,53
1960,95
1961,114
1962,90
1963,52
1964,49
1965,40
1966,50
1967,55
1968,79
1969,75
1970,80
1971,112
1972,41
1973,126
1974,74
1975,54
1976,67
1977,45
1978,59
1979,75
1980,114
1981,87
1982,84
1983,68
1984,67
1985,55
1986,57
1987,79
1988,68
1989,100
1990,81
1991,99
1992,111
1993,84
1994,81
1995,41
1996,86
1997,95
1998,74
1999,67
2000,73
2001,85
2002,73
2003,129
2004,112
2005,58
2006,109
2007,108
2008,103
2009,90
2010,73
2011,55
2012,58
2013,97
2014,37
2015,50
2016,52
2017,94
2018,108
2019,93
2020,81
2021,81
2022,48
2023,96
2024,102
2025,60
2026,87
2027,50
2028,70
2029,92
2030,63
2031,100
2032,83
2033,44
2034,89
2035,88
2036,80
2037,115
2038,101
2039,82
2040,88
2041,138
2042,87
2043,96
2044,79
2045,65
2046,66
2047,80
2048,84
2049,122
2050,80
2051,82
2052,45
2053,76
2054,95
2055,89
2056,80
2057,102
2058,100
2059,91
2060,87
2061,101
2062,99
2063,79
2064,77
2065,56
2066,54
2067,62
2068,64
2069,80
2070,49
2071,76
2072,66
2073,59
2074,92
2075,105
2076,74
2077,108
2078,98
2079,68
2080,82
2081,98
2082,45
2083,77
2084,76
2085,85
2086,158
2087,119
2088,65
2089,78
2090,73
2091,124
2092,79
2093,83
2094,129
2095,63
2096,58
2097,130
2098,56
2099,60
2100,72
2101,69
2102,103
2103,80
2104,61
2105,75
2106,96
2107,78
2108,131
2109,103
2110,148
2111,66
2112,57
2113,77
2114,95
2115,72
2116,145
2117,60
2118,75
2119,69
2120,108
2121,118
2122,109
2123,75
2124,65
2125,80
2126,80
2127,71
2128,53
2129,112
2130,64
2131,86
2132,73
2133,79
2134,71
2135,69
2136,94
2137,46
2138,104
2139,88
2140,105
2141,71
2142,110
2143,70
2144,95
2145,63
2146,62
2147,66
2148,52
2149,99
2150,87
2151,83
2152,70
2153,61
2154,60
2155,45
2156,53
2157,71
2158,95
2159,67
2160,98
2161,82
2162,77
2163,85
2164,77
2165,58
2166,95
2167,60
2168,42
2169,77
2170,66
2171,94
2172,43
2173,90
2174,61
2175,73
2176,65
2177,78
2178,45
2179,59
2180,64
2181,76
2182,89
2183,77
2184,68
2185,84
2186,75
2187,96
2188,40
2189,89
2190,77
2191,49
2192,143
2193,58
2194,77
2195,40
2196,66
2197,56
2198,51
2199,61
2200,69
2201,49
2202,80
2203,76
2204,60
2205,70
2206,101
2207,47
2208,83
2209,107
2210,120
2211,110
2212,57
2213,80
2214,49
2215,75
2216,97
2217,38
2218,67
2219,53
2220,80
2221,60
2222,91
2223,41
2224,85
2225,55
2226,117
2227,99
2228,57
2229,99
2230,63
2231,115
2232,51
2233,93
2234,84
2235,121
2236,93
2237,100
2238,79
2239,51
2240,50
2241,83
2242,87
2243,111
2244,78
2245,111
2246,64
2247,118
2248,95
2249,71
2250,81
2251,123
2252,75
2253,67
2254,86
2255,82
2256,77
2257,76
2258,90
2259,71
2260,100
2261,55
2262,76
2263,59
2264,84
2265,67
2266,100
2267,70
2268,66
2269,73
2270,91
2271,82
2272,86
2273,42
2274,97
2275,104
2276,73
2277,122
2278,68
2279,85
2280,57
2281,68
2282,100
2283,129
2284,70
2285,75
2286,95
2287,80
2288,88
2289,76
