,0
0,0.4993868382600075
1,0.6737851352936347
2,0.7790297778249473
3,0.6245123735903101
4,0.4931400374299617
5,0.4894173898139856
6,0.5583369135408938
7,0.43210630875683675
8,0.4311650410703769
9,0.43309738168100986
10,0.5446492357735525
11,0.5698627209073817
12,0.5135053768693738
13,0.5780826200048358
14,0.4781805129913655
15,0.5486299404047592
16,0.4269456385666031
17,0.44301749311828964
18,0.4395346823123589
19,0.42816454460362086
20,0.5659766356506304
21,0.5704858237777579
22,0.6190718669361822
23,0.41334161905509187
24,0.5157706871122241
25,0.5252901725354673
26,0.40364788471871105
27,0.4362379887949346
28,0.5899070752613809
29,0.4203675714737003
30,0.5893237802933343
31,0.5005436038701332
32,0.4584121265239789
33,0.5744007542247844
34,0.4092762423257831
35,0.42329638647984
36,0.5501479526213381
37,0.4301203374194344
38,0.4583361769335584
39,0.5123414691287117
40,0.5164736844821445
41,0.4317152933981937
42,0.49057009347940844
43,0.5438430653693324
44,0.8162721029230853
45,0.6386870758389311
46,0.6963129518600354
47,0.5561756578755754
48,0.4344025458460657
49,0.8814809185696032
50,0.4741550495047765
51,0.5864808854496536
52,0.46090602081405
53,0.43017357226532404
54,0.458980541564723
55,0.5820370867822183
56,0.4392453380539641
57,0.4503307555443926
58,0.4456449794398254
59,0.7329595926574489
60,0.5350394732761918
61,0.4365133955522958
62,0.4059596821228936
63,0.6219379165798934
64,0.403032821418005
65,0.5263024508719257
66,0.561826168061685
67,0.4538701049719997
68,0.41442885653101824
69,0.46324234117694923
70,0.625276766461762
71,0.4524004913242854
72,0.5270650940403678
73,0.5099945117291665
74,0.49977927958557
75,0.5021459261768976
76,0.42450240451773924
77,0.5034991502703745
78,0.42829231785891947
79,0.42003820430869665
80,0.5500813574778647
81,0.573162548032013
82,0.4215869115268476
83,0.5130092431381181
84,0.4055577443814238
85,0.4315385302366415
86,0.4243218372615477
87,0.7215167113465099
88,0.474522743333719
89,0.4512733484880058
90,0.4758315712933132
91,0.4844635069137899
92,0.5505960575216631
93,0.7884487123994378
94,0.4382101822368084
95,0.43637408591058247
96,0.45436378135677224
97,0.5392636119671339
98,0.4029809957361429
99,0.45276810567876447
100,0.5754197614105365
101,0.6609224124040073
102,0.4767894176617687
103,0.4621221131098004
104,0.42436455864591943
105,0.416149940963146
106,0.49388362973567645
107,0.4038977641310953
108,0.6135692704179481
109,0.42358612156477043
110,0.4231241932116242
111,0.5246322649400366
112,0.48288609127569443
113,0.4401151179185987
114,0.5210839356638197
115,0.4248355147421532
116,0.4033332153648013
117,0.4077524712416096
118,0.4215639895292136
119,0.6026961127164439
120,0.625034998374791
121,0.5449591808284271
122,0.4848512182877678
123,0.47608002147673334
124,0.4068396816075305
125,0.6811615519033628
126,0.545652332648908
127,0.42159092784778107
128,0.4058076633558686
129,0.5919580398160681
130,0.4088291622815421
131,0.4552923788253187
132,0.44808566214722495
133,0.4648946521155528
134,0.4551711679494213
135,0.8675686163789049
136,0.45612310096469244
137,0.429757767274756
138,0.44193668130666297
139,0.443402529781457
140,0.43289411636854286
141,0.6884062612769313
142,0.46525575825659826
143,0.4603420747625937
144,0.40972008881834865
145,0.4853575588209392
146,0.6194973184264843
147,0.4369554640197394
