,0
0,6.462668382516831
1,564.9582131395676
2,75.13169946336993
3,27.249346156373917
4,206.3136655046448
5,127.07589536196565
6,101.11598296771058
7,67.33014299540177
8,110.85924529974736
9,112.95435480204705
10,13.005729003542331
11,62.34792109927413
12,55.73986325067119
13,199.47169050881365
14,83.87657473052604
15,20.39318544231992
16,3.787161068107206
17,14.378662962331255
18,22.047077323088637
19,55.115737846934934
20,141.6726561499889
21,68.3337531775432
22,18.17834798877871
23,168.5773200192295
24,23.41478189641292
25,41.439957254132906
26,161.24269831930707
27,156.35114911573322
28,120.69520338269069
29,25.346325764743906
30,196.59183925511732
31,36.81243816419153
32,10.188222971636575
33,61.24760228328032
34,25.904905796963902
35,40.516522295875035
36,40.92733867681942
37,11.963093920801702
38,279.68656692908183
39,200.658373934361
40,37.165541887102336
41,24.811282137725172
42,3.0282869440064246
43,1.308558186659976
44,4.991148121637053
45,281.5385495417858
46,298.9669279817856
47,63.17251957565548
48,52.03590073636688
49,57.3610050665971
50,55.96744397656918
51,95.93938329201211
52,59.86290744720086
53,80.02606363673337
54,10.598197550791213
55,30.066653585494052
56,124.4905781185912
57,34.09266836796537
58,108.31310533626348
59,47.77912073258361
60,415.47884049642687
61,106.79742132332112
62,202.54514615373677
63,197.33279608737695
64,143.66077252385946
65,42.626622573233604
66,54.076549016057285
67,123.41916166371499
68,269.35176161529716
69,97.79873975289489
70,190.750155722678
71,103.1040903975501
72,7.215837704372319
73,59.2954486346347
74,200.395281113147
75,73.7300638242654
76,275.099812261314
77,101.9017253233969
78,9.28739291566042
79,80.6560389592016
80,11.123078578320815
81,189.77884807498592
82,17.38660545682555
83,11.53276807869656
84,311.63907095512457
85,189.83601583422535
86,195.01466494495205
87,58.153944554255936
88,44.73317074888298
89,57.597414881306726
90,89.96670641551398
91,378.06760406546863
92,131.38037456447677
93,42.46116385774245
94,15.504202001981888
95,152.7567128794135
96,67.18980910725567
97,68.94643382389816
98,101.09236172886244
99,11.08909615357073
100,52.954934350957615
101,7.234710814832312
102,19.57186882510556
103,126.68317193643642
104,67.11211678438387
105,1.4317951514180152
106,0.21039323704242818
107,23.141245982649586
108,82.9118225622128
109,66.59260821842723
110,108.68036857243206
111,105.76382090495946
112,20.314064314566593
113,94.42133547886047
114,18.873445019761697
115,231.81502402749535
116,82.38061552880474
117,21.06488729437757
118,41.28445350901072
119,120.80615309329801
120,4.808289646075453
121,232.51725367965912
122,23.25945312823613
123,54.67562220201344
124,20.586524146053527
125,40.2327929766204
126,60.11396085220272
127,241.79414083729455
128,4.380383427106402
129,47.71731763544426
130,45.91276834502551
131,6.714546831220169
132,4.048807972772387
133,126.37034996744529
134,4.531209196006227
135,15.892110413574786
136,74.25286653877693
137,34.169349442994665
138,122.10675230208041
139,74.99076210885372
140,376.573253054104
141,143.932316869265
142,58.94608811440378
143,43.190060842765384
144,358.7320174811059
145,247.1889873979075
146,37.983883038621464
147,37.57559372142397
148,41.61855774733458
149,87.60655125421185
150,23.949571746409497
151,90.0542483883628
152,164.49350861278583
153,32.01109421254762
154,247.29498228662914
155,98.29762441326011
156,16.86312927222065
157,512.8328241362608
158,87.1260746433455
159,206.6335421412036
160,20.043214000489616
161,77.27891238262845
162,21.974762346381617
163,153.08992902443308
164,61.26184388335377
165,250.1594949327274
166,86.62123636140454
167,128.43451889740916
168,27.106873793882713
169,39.656585080080696
170,20.623243146116536
171,80.68749440954808
172,108.04664286709843
173,49.01084395095462
174,47.10229202761848
175,152.6175349498883
176,34.5681472031257
177,65.28427208628163
178,1.3928936153226357
179,36.43087174489497
180,8.340030200250215
181,21.3057485876143
182,23.051148831991227
183,109.66700241678954
184,8.673820215440067
185,3.0945982221208723
186,29.425044424179234
187,15.1674700283876
188,82.01809330083424
189,45.372313498278814
190,105.137500377895
191,189.57437174736157
192,0.3438194953087894
193,42.07886804461385
194,124.61361467264872
195,92.70413502348252
196,15.240476754446398
197,195.94530266324696
198,10.574223229302582
199,138.00762374170554
200,25.176476660334075
201,109.62977857965183
202,47.474208832465834
203,111.63398062519045
204,114.28936638135494
205,106.63086085701151
206,14.22105691633952
207,269.5589871511724
